mesa,electores,region,provincia,distrito,odpe,local,ambito,estado,fp,jp,valid,blancos,nulos,impugnados,contada,p_fp,valid_rate,valid_proyectados,fp_proyectados,jp_proyectados
002583,300,ANCASH,SANTA,CHIMBOTE,SANTA,IE 88005 CORAZON DE JESUS,PERU,PARA ENVIO AL JEE,72.0,71.0,143.0,1.0,57.0,0.0,False,0.5106503890286818,0.6827171143155839,204.81513429467518,104.58892800653757,100.2262062881376
002469,300,ANCASH,SANTA,CHIMBOTE,SANTA,IE 89011 ELIAS AGUIRRE ROMERO,PERU,PARA ENVIO AL JEE,124.0,101.0,225.0,0.0,23.0,0.0,False,0.5106503890286818,0.6827171143155839,204.81513429467518,104.58892800653757,100.2262062881376
002834,300,ANCASH,SANTA,CHIMBOTE,SANTA,IE VICTOR ANDRES BELAUNDE,PERU,PARA ENVIO AL JEE,114.0,91.0,205.0,1.0,12.0,5.0,False,0.5106503890286818,0.6827171143155839,204.81513429467518,104.58892800653757,100.2262062881376
002915,300,ANCASH,SANTA,CHIMBOTE,SANTA,IEP BERESHIT,PERU,PARA ENVIO AL JEE,105.0,113.0,218.0,1.0,15.0,0.0,False,0.5106503890286818,0.6827171143155839,204.81513429467518,104.58892800653757,100.2262062881376
002456,300,ANCASH,SANTA,CHIMBOTE,SANTA,INSTITUTO DE EDUCACION SUPERIOR PRIVADO AMERICA,PERU,PARA ENVIO AL JEE,130.0,90.0,220.0,1.0,15.0,1.0,False,0.5106503890286818,0.6827171143155839,204.81513429467518,104.58892800653757,100.2262062881376
900619,281,ANCASH,SANTA,CHIMBOTE,SANTA,IE 88046 JOSE CARLOS MARIATEGUI,PERU,PARA ENVIO AL JEE,89.0,110.0,199.0,62.0,20.0,0.0,False,0.5106503890286818,0.6827171143155839,191.84350912267908,97.96496256612353,93.87854655655555
002760,300,ANCASH,SANTA,CHIMBOTE,SANTA,IE 88357 TERESA GONZALES DE FANNING,PERU,PARA ENVIO AL JEE,94.0,123.0,217.0,0.0,24.0,0.0,False,0.5106503890286818,0.6827171143155839,204.81513429467518,104.58892800653757,100.2262062881376
002770,300,ANCASH,SANTA,CHIMBOTE,SANTA,IE 89009 8 DE OCTUBRE,PERU,PARA ENVIO AL JEE,128.0,90.0,218.0,2.0,19.0,0.0,False,0.5106503890286818,0.6827171143155839,204.81513429467518,104.58892800653757,100.2262062881376
002774,300,ANCASH,SANTA,CHIMBOTE,SANTA,IE 89013,PERU,PARA ENVIO AL JEE,91.0,101.0,192.0,94.0,14.0,0.0,False,0.5106503890286818,0.6827171143155839,204.81513429467518,104.58892800653757,100.2262062881376
900637,257,ANCASH,SANTA,NEPENA,SANTA,IE 89509 AMANDA MIASTA GUTIERREZ,PERU,PARA ENVIO AL JEE,72.0,123.0,195.0,1.0,2.0,5.0,False,0.37586235783734434,0.7110646150979607,182.7436060801759,68.68644266099378,114.05716341918213
900650,298,ANCASH,SANTA,NEPENA,SANTA,IE 89509 AMANDA MIASTA GUTIERREZ,PERU,PARA ENVIO AL JEE,68.0,169.0,237.0,2.0,10.0,1.0,False,0.37586235783734434,0.7110646150979607,211.8972552991923,79.64420199601612,132.25305330317616
003153,300,ANCASH,SANTA,SANTA,SANTA,IE 88320 SAN BARTOLO,PERU,PARA ENVIO AL JEE,96.0,101.0,197.0,2.0,27.0,0.0,False,0.47293095778775024,0.7047265042712061,211.41795128136184,99.98609419301837,111.43185708834346
003211,300,ANCASH,SANTA,SANTA,SANTA,IEP AMERICA SCHOOL,PERU,PARA ENVIO AL JEE,89.0,125.0,214.0,0.0,21.0,1.0,False,0.47293095778775024,0.7047265042712061,211.41795128136184,99.98609419301837,111.43185708834346
003240,290,ANCASH,SANTA,COISHCO,SANTA,IE 88044,PERU,PARA ENVIO AL JEE,84.0,132.0,216.0,3.0,15.0,0.0,False,0.5084002771804219,0.709940007591506,205.88260220153674,104.67077202588783,101.21183017564891
003608,300,ANCASH,SANTA,NUEVO CHIMBOTE,SANTA,IE 88042,PERU,PARA ENVIO AL JEE,100.0,116.0,216.0,24.0,2.0,0.0,False,0.503493953833323,0.7071870957100677,212.1561287130203,106.81932807568997,105.33680063733034
003629,300,ANCASH,SANTA,NUEVO CHIMBOTE,SANTA,IEP EL GRAN MAESTRO,PERU,PARA ENVIO AL JEE,106.0,110.0,216.0,1.0,16.0,0.0,False,0.503493953833323,0.7071870957100677,212.1561287130203,106.81932807568997,105.33680063733034
003419,300,ANCASH,SANTA,NUEVO CHIMBOTE,SANTA,IE 88400 JESUS DE NAZARETH,PERU,PARA ENVIO AL JEE,104.0,125.0,229.0,1.0,17.0,1.0,False,0.503493953833323,0.7071870957100677,212.1561287130203,106.81932807568997,105.33680063733034
003423,300,ANCASH,SANTA,NUEVO CHIMBOTE,SANTA,IE 88400 JESUS DE NAZARETH,PERU,PARA ENVIO AL JEE,109.0,123.0,232.0,1.0,15.0,1.0,False,0.503493953833323,0.7071870957100677,212.1561287130203,106.81932807568997,105.33680063733034
003777,296,ANCASH,YUNGAY,YUNGAY,HUAYLAS,IE 86026 SANTA INES SECUNDARIA,PERU,PARA ENVIO AL JEE,63.0,121.0,184.0,3.0,8.0,1.0,False,0.3790262895900353,0.6865531737379775,203.21973942644135,77.02562380625788,126.19411562018347
003952,296,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,HUARI,IE 84129 CESAR VALLEJO,PERU,PARA ENVIO AL JEE,25.0,111.0,136.0,3.0,6.0,0.0,False,0.2312100711343521,0.5038292870070384,149.13346895408338,34.48115996538631,114.65230898869707
003982,278,ANCASH,ASUNCION,ACOCHACA,HUARI,IE 86344 INTEGRADO JAVIER HERAUD PEREZ,PERU,PARA ENVIO AL JEE,39.0,112.0,151.0,2.0,11.0,1.0,False,0.35077327678245984,0.5504463578374514,153.0240874788115,53.6767605915885,99.347326887223
004053,300,ANCASH,HUARMEY,HUARMEY,HUARMEY,IE SANTA ROSA,PERU,PARA ENVIO AL JEE,104.0,97.0,201.0,1.0,19.0,1.0,False,0.5542495571310457,0.7131197746139718,213.93593238419155,118.5738957783555,95.36203660583604
004066,264,ANCASH,HUARMEY,MALVAS,HUARMEY,IE 86141 SAN JUAN,PERU,PARA ENVIO AL JEE,42.0,98.0,140.0,116.0,8.0,0.0,False,0.45143375009541775,0.6735824140353226,177.82575730532517,80.27654848390057,97.5492088214246
004070,294,ANCASH,HUARMEY,CULEBRAS,HUARMEY,IE 88109 ALFONSO UGARTE,PERU,PARA ENVIO AL JEE,128.0,72.0,200.0,1.0,26.0,0.0,False,0.5742428067830045,0.6932606486617683,203.81863070655987,117.04138257160362,86.77724813495625
004228,300,APURIMAC,ABANCAY,ABANCAY,ABANCAY,IE INDUSTRIAL,PERU,PARA ENVIO AL JEE,59.0,147.0,206.0,0.0,17.0,1.0,False,0.2942850441236209,0.703181279785325,210.9543839355975,62.08072018455857,148.87366375103892
004189,300,APURIMAC,ABANCAY,ABANCAY,ABANCAY,IE 54010 PUEBLO LIBRE,PERU,PARA ENVIO AL JEE,71.0,129.0,200.0,2.0,17.0,1.0,False,0.2942850441236209,0.703181279785325,210.9543839355975,62.08072018455857,148.87366375103892
004618,230,APURIMAC,ANDAHUAYLAS,HUANCARAY,ANDAHUAYLAS,IE DOS DE MAYO,PERU,PARA ENVIO AL JEE,22.0,127.0,149.0,5.0,7.0,2.0,False,0.1579874296290864,0.6567384104542185,151.04983440447026,23.8639750834614,127.18585932100886
900718,248,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,ANDAHUAYLAS,IE SAN MARTIN DE PORRES,PERU,PARA ENVIO AL JEE,5.0,189.0,194.0,6.0,15.0,0.0,False,0.14303351317391497,0.7124177356086095,176.67959843093516,25.27110366973317,151.40849476120198
900720,248,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,ANDAHUAYLAS,IE SAN MARTIN DE PORRES,PERU,PARA ENVIO AL JEE,10.0,177.0,187.0,8.0,11.0,1.0,False,0.14303351317391497,0.7124177356086095,176.67959843093516,25.27110366973317,151.40849476120198
004692,295,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,ANDAHUAYLAS,IE AGROPECUARIO 08,PERU,PARA ENVIO AL JEE,43.0,191.0,234.0,0.0,12.0,0.0,False,0.14303351317391497,0.7124177356086095,210.16323200453982,30.060385413593895,180.10284659094592
