mesa,electores,region,provincia,distrito,odpe,local,ambito,estado,fp,jp,valid,blancos,nulos,impugnados,contada,p_fp,valid_rate,valid_proyectados,fp_proyectados,jp_proyectados
042104,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE ARQUITECTO FERNANDO BELAUNDE TERRY,PERU,PARA ENVIO AL JEE,195.0,56.0,251.0,28.0,20.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042110,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,CEBE 12 BEATO EDMUNDO RICE,PERU,PARA ENVIO AL JEE,173.0,69.0,242.0,0.0,17.0,2.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042130,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP EL SEMBRADOR,PERU,PARA ENVIO AL JEE,142.0,92.0,234.0,2.0,15.0,1.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042175,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEI MILAGRITOS DE JESUS,PERU,PARA ENVIO AL JEE,166.0,74.0,240.0,42.0,17.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042194,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP PALAS ATENEA,PERU,PARA ENVIO AL JEE,174.0,60.0,234.0,0.0,12.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041635,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,COLEGIO PARROQUIAL NINO JESUS DE PRAGA,PERU,PARA ENVIO AL JEE,193.0,46.0,239.0,1.0,12.0,1.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041637,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,COLEGIO PARROQUIAL NINO JESUS DE PRAGA,PERU,PARA ENVIO AL JEE,189.0,67.0,256.0,0.0,10.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041657,294,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE 6085 BRIGIDA SILVA DE OCHOA,PERU,PARA ENVIO AL JEE,145.0,62.0,207.0,0.0,12.0,0.0,False,0.6958456385110325,0.7568764780359619,222.5216845425728,154.84074366307715,67.68094087949567
041694,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE 6090 JOSE OLAYA BALANDRA,PERU,PARA ENVIO AL JEE,155.0,70.0,225.0,57.0,17.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041701,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE 6094 SANTA ROSA,PERU,PARA ENVIO AL JEE,162.0,78.0,240.0,0.0,21.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041707,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE 6094 SANTA ROSA,PERU,PARA ENVIO AL JEE,160.0,76.0,236.0,2.0,15.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041760,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE 7038 CORAZON DE JESUS DE ARMATAMBO,PERU,PARA ENVIO AL JEE,169.0,60.0,229.0,0.0,9.0,2.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041828,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE 7064 MARIA AUXILIADORA,PERU,PARA ENVIO AL JEE,150.0,77.0,227.0,2.0,10.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041864,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE 7075 JUAN PABLO II,PERU,PARA ENVIO AL JEE,156.0,78.0,234.0,2.0,16.0,4.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041896,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE 7076 BRISAS DE VILLA,PERU,PARA ENVIO AL JEE,135.0,68.0,203.0,1.0,14.0,3.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041915,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE GENERAL EMILIO SOYER CABERO,PERU,PARA ENVIO AL JEE,166.0,56.0,222.0,70.0,7.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041921,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE GENERAL EMILIO SOYER CABERO,PERU,PARA ENVIO AL JEE,161.0,60.0,221.0,2.0,14.0,1.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041950,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE SAGRADO CORAZON,PERU,PARA ENVIO AL JEE,179.0,64.0,243.0,47.0,9.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
041991,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE VIRGEN DEL MORRO SOLAR,PERU,PARA ENVIO AL JEE,139.0,72.0,211.0,74.0,14.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042014,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE JOSE DE LA RIVA AGUERO Y OSMA,PERU,PARA ENVIO AL JEE,171.0,53.0,224.0,0.0,5.0,5.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042249,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IESTP ANTENOR ORREGO ESPINOZA,PERU,PARA ENVIO AL JEE,170.0,76.0,246.0,4.0,9.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042251,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEI 59 SANTA LUCIA,PERU,PARA ENVIO AL JEE,147.0,53.0,200.0,1.0,18.0,1.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042254,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEI 59 SANTA LUCIA,PERU,PARA ENVIO AL JEE,156.0,56.0,212.0,0.0,13.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042270,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP MARIA INMACULADA,PERU,PARA ENVIO AL JEE,142.0,68.0,210.0,3.0,8.0,1.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042295,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP ANGELES DE JESUS,PERU,PARA ENVIO AL JEE,131.0,68.0,199.0,0.0,12.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042318,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP SAN DANIEL,PERU,PARA ENVIO AL JEE,152.0,54.0,206.0,1.0,10.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042026,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IE 6092 LOS REYES CATOLICOS,PERU,PARA ENVIO AL JEE,162.0,57.0,219.0,0.0,10.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042383,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP PROLOG DE CHORRILLOS - PRIMARIA,PERU,PARA ENVIO AL JEE,167.0,52.0,219.0,4.0,13.0,1.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042413,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP PROLOG DE DELICIAS,PERU,PARA ENVIO AL JEE,153.0,60.0,213.0,0.0,11.0,1.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042440,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP INNOVA SCHOOLS - CHORRILLOS VILLA,PERU,PARA ENVIO AL JEE,164.0,47.0,211.0,0.0,17.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042446,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP INNOVA SCHOOLS - CHORRILLOS VILLA,PERU,PARA ENVIO AL JEE,161.0,56.0,217.0,0.0,7.0,2.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042489,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP INNOVA SCHOOLS - CHORRILLOS UNIVERSO 1,PERU,PARA ENVIO AL JEE,125.0,67.0,192.0,101.0,6.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042505,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP INNOVA SCHOOLS - CHORRILLOS LA CAMPINA,PERU,PARA ENVIO AL JEE,149.0,73.0,222.0,1.0,12.0,64.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042508,299,LIMA,LIMA,CHORRILLOS,CHORRILLOS,IEP INNOVA SCHOOLS - CHORRILLOS LA CAMPINA,PERU,PARA ENVIO AL JEE,149.0,76.0,225.0,0.0,7.0,0.0,False,0.6958456385110325,0.7568764780359619,226.3060669327526,157.4740896437417,68.8319772890109
042979,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 0501 MONSENOR DAMASO LEBERGERE,PERU,PARA ENVIO AL JEE,125.0,96.0,221.0,0.0,10.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042995,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IEP SACO OLIVEROS,PERU,PARA ENVIO AL JEE,149.0,66.0,215.0,2.0,14.0,1.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042553,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IEP SAN JOSE,PERU,PARA ENVIO AL JEE,146.0,85.0,231.0,6.0,8.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042562,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 093 MANUELA FELICIA GOMEZ,PERU,PARA ENVIO AL JEE,139.0,86.0,225.0,0.0,11.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042568,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 093 MANUELA FELICIA GOMEZ,PERU,PARA ENVIO AL JEE,148.0,56.0,204.0,2.0,15.0,1.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042569,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 093 MANUELA FELICIA GOMEZ,PERU,PARA ENVIO AL JEE,130.0,73.0,203.0,3.0,17.0,2.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042570,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 093 MANUELA FELICIA GOMEZ,PERU,PARA ENVIO AL JEE,156.0,70.0,226.0,0.0,11.0,1.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042619,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 1110 REPUBLICA DE PANAMA,PERU,PARA ENVIO AL JEE,182.0,58.0,240.0,43.0,16.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042627,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 1117 ANDRES AVELINO ARAMBURU,PERU,PARA ENVIO AL JEE,162.0,91.0,253.0,1.0,25.0,1.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042628,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 1117 ANDRES AVELINO ARAMBURU,PERU,PARA ENVIO AL JEE,177.0,88.0,265.0,0.0,13.0,1.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042629,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 1117 ANDRES AVELINO ARAMBURU,PERU,PARA ENVIO AL JEE,162.0,85.0,247.0,1.0,15.0,1.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042675,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 1131 ROMULO A CORDOVA HUAMAN,PERU,PARA ENVIO AL JEE,167.0,60.0,227.0,0.0,9.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042687,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 1201 PAUL HARRIS,PERU,PARA ENVIO AL JEE,156.0,68.0,224.0,71.0,4.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042774,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE EMBLEMATICA ISABEL LA CATOLICA,PERU,PARA ENVIO AL JEE,144.0,57.0,201.0,0.0,28.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042778,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE EMBLEMATICA ISABEL LA CATOLICA,PERU,PARA ENVIO AL JEE,135.0,61.0,196.0,1.0,18.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042794,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE EMBLEMATICA 1120 PEDRO ADOLFO LABARTHE EFFIO,PERU,PARA ENVIO AL JEE,139.0,75.0,214.0,3.0,9.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042825,298,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE EMBLEMATICA 1120 PEDRO ADOLFO LABARTHE EFFIO,PERU,PARA ENVIO AL JEE,152.0,78.0,230.0,1.0,9.0,0.0,False,0.6904523094901479,0.7274852079102172,216.79059195724471,149.6835648926159,67.10702706462882
042903,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 1112 VICTOR ANDRES BELAUNDE,PERU,PARA ENVIO AL JEE,143.0,77.0,220.0,2.0,11.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042908,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 1112 VICTOR ANDRES BELAUNDE,PERU,PARA ENVIO AL JEE,151.0,60.0,211.0,73.0,15.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042909,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE 1112 VICTOR ANDRES BELAUNDE,PERU,PARA ENVIO AL JEE,150.0,56.0,206.0,1.0,4.0,3.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
042946,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS - ESCUELA DE OBSTETRICIA Y ESCUELA DE NUTRICION,PERU,PARA ENVIO AL JEE,157.0,71.0,228.0,0.0,20.0,1.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
043075,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IE PARROQUIAL MONS MARCOS LIBARDONI,PERU,PARA ENVIO AL JEE,148.0,101.0,249.0,2.0,15.0,1.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
043146,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IEP SENOR DE GUALAMITA,PERU,PARA ENVIO AL JEE,121.0,82.0,203.0,81.0,15.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
043147,299,LIMA,LIMA,LA VICTORIA,LA VICTORIA,IEP SENOR DE GUALAMITA,PERU,PARA ENVIO AL JEE,131.0,73.0,204.0,87.0,8.0,0.0,False,0.6904523094901479,0.7274852079102172,217.51807716515495,150.18585873453745,67.3322184306175
043163,299,LIMA,LIMA,LA MOLINA,LA MOLINA,IE 1140 AURELIO MIRO QUESADA SOSA,PERU,PARA ENVIO AL JEE,163.0,44.0,207.0,84.0,8.0,0.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043247,299,LIMA,LIMA,LA MOLINA,LA MOLINA,IE CAPITAN FAP JOSE ABELARDO QUINONES GONZALES,PERU,PARA ENVIO AL JEE,137.0,71.0,208.0,1.0,5.0,0.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043251,299,LIMA,LIMA,LA MOLINA,LA MOLINA,IE CAPITAN FAP JOSE ABELARDO QUINONES GONZALES,PERU,PARA ENVIO AL JEE,134.0,63.0,197.0,2.0,12.0,1.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043282,299,LIMA,LIMA,LA MOLINA,LA MOLINA,IE 1235 UNION LATINOAMERICANA,PERU,PARA ENVIO AL JEE,174.0,85.0,259.0,2.0,12.0,1.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043291,299,LIMA,LIMA,LA MOLINA,LA MOLINA,IE 1235 UNION LATINOAMERICANA,PERU,PARA ENVIO AL JEE,174.0,80.0,254.0,0.0,21.0,0.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043312,299,LIMA,LIMA,LA MOLINA,LA MOLINA,IE PNP MAYOR FELIX TELLO ROJAS,PERU,PARA ENVIO AL JEE,175.0,50.0,225.0,0.0,9.0,0.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043325,299,LIMA,LIMA,LA MOLINA,LA MOLINA,IE 1220 SAN JOSE MARELLO,PERU,PARA ENVIO AL JEE,153.0,98.0,251.0,1.0,12.0,0.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043504,299,LIMA,LIMA,LA MOLINA,LA MOLINA,ESCUELA SUPERIOR DE GUERRA AEREA,PERU,PARA ENVIO AL JEE,148.0,64.0,212.0,2.0,0.0,0.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043505,299,LIMA,LIMA,LA MOLINA,LA MOLINA,ESCUELA SUPERIOR DE GUERRA AEREA,PERU,PARA ENVIO AL JEE,147.0,65.0,212.0,2.0,12.0,0.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043574,299,LIMA,LIMA,LA MOLINA,LA MOLINA,IEP COLEGIO JEAN LE BOULCH,PERU,PARA ENVIO AL JEE,167.0,62.0,229.0,1.0,15.0,1.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043575,299,LIMA,LIMA,LA MOLINA,LA MOLINA,IEP COLEGIO JEAN LE BOULCH,PERU,PARA ENVIO AL JEE,173.0,60.0,233.0,1.0,11.0,1.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043628,299,LIMA,LIMA,LA MOLINA,LA MOLINA,UNIVERSIDAD  SAN MARTIN DE PORRES - FACULTAD DE INGENIERIA Y ARQUITECTURA,PERU,PARA ENVIO AL JEE,160.0,46.0,206.0,0.0,13.0,1.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043711,299,LIMA,LIMA,LA MOLINA,LA MOLINA,COMPLEJO DEPORTIVO MUNICIPAL CESAR VIDAURRE REINA FARJE,PERU,PARA ENVIO AL JEE,139.0,57.0,196.0,0.0,11.0,0.0,False,0.7532479397079583,0.7391064899535252,220.99284049610404,166.46240179389983,54.53043870220421
043735,300,LIMA,LIMA,LINCE,LIMA OESTE 1,COLEGIO DE APLICACION SAN MARCOS,PERU,PARA ENVIO AL JEE,150.0,67.0,217.0,3.0,8.0,0.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
043743,300,LIMA,LIMA,LINCE,LIMA OESTE 1,CE PARROQUIAL SANTA ROSA DE LIMA,PERU,PARA ENVIO AL JEE,177.0,53.0,230.0,1.0,15.0,1.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
043757,300,LIMA,LIMA,LINCE,LIMA OESTE 1,CE PARROQUIAL SANTA ROSA DE LIMA,PERU,PARA ENVIO AL JEE,176.0,56.0,232.0,0.0,16.0,0.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
044002,300,LIMA,LIMA,LINCE,LIMA OESTE 1,CE PARROQUIAL SANTA ROSA DE LIMA,PERU,PARA ENVIO AL JEE,143.0,68.0,211.0,1.0,12.0,3.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
043770,300,LIMA,LIMA,LINCE,LIMA OESTE 1,IE 1057 JOSE BAQUIJANO Y CARRILLO,PERU,PARA ENVIO AL JEE,0.0,59.0,59.0,0.0,11.0,0.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
043778,300,LIMA,LIMA,LINCE,LIMA OESTE 1,IE 1057 JOSE BAQUIJANO Y CARRILLO,PERU,PARA ENVIO AL JEE,133.0,66.0,199.0,2.0,31.0,0.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
043945,300,LIMA,LIMA,LINCE,LIMA OESTE 1,IE 1057 JOSE BAQUIJANO Y CARRILLO,PERU,PARA ENVIO AL JEE,146.0,62.0,208.0,1.0,0.0,0.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
043951,300,LIMA,LIMA,LINCE,LIMA OESTE 1,IE 1057 JOSE BAQUIJANO Y CARRILLO,PERU,PARA ENVIO AL JEE,147.0,62.0,209.0,0.0,11.0,0.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
043813,297,LIMA,LIMA,LINCE,LIMA OESTE 1,IE 1070 MELITON CARVAJAL,PERU,PARA ENVIO AL JEE,140.0,65.0,205.0,1.0,11.0,2.0,False,0.7094787193998048,0.7204225629008155,213.9655011815422,151.803969774018,62.16153140752422
043819,297,LIMA,LIMA,LINCE,LIMA OESTE 1,IE 1070 MELITON CARVAJAL,PERU,PARA ENVIO AL JEE,142.0,69.0,211.0,1.0,12.0,2.0,False,0.7094787193998048,0.7204225629008155,213.9655011815422,151.803969774018,62.16153140752422
043842,297,LIMA,LIMA,LINCE,LIMA OESTE 1,IE 1070 MELITON CARVAJAL,PERU,PARA ENVIO AL JEE,147.0,62.0,209.0,2.0,15.0,1.0,False,0.7094787193998048,0.7204225629008155,213.9655011815422,151.803969774018,62.16153140752422
043856,300,LIMA,LIMA,LINCE,LIMA OESTE 1,IE REPUBLICA DE CHILE,PERU,PARA ENVIO AL JEE,148.0,66.0,214.0,0.0,13.0,2.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
043859,300,LIMA,LIMA,LINCE,LIMA OESTE 1,IE REPUBLICA DE CHILE,PERU,PARA ENVIO AL JEE,159.0,78.0,237.0,1.0,10.0,1.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
043973,300,LIMA,LIMA,LINCE,LIMA OESTE 1,IEE 1070 MELITON CARVAJAL - ESTADIO,PERU,PARA ENVIO AL JEE,148.0,55.0,203.0,80.0,17.0,0.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
044004,300,LIMA,LIMA,LINCE,LIMA OESTE 1,IEI 005 JESUSITO MILAGROSO,PERU,PARA ENVIO AL JEE,189.0,79.0,268.0,4.0,16.0,0.0,False,0.7094787193998048,0.7204225629008155,216.12676887024466,153.33734320607877,62.78942566416589
044337,300,LIMA,LIMA,LURIGANCHO,LURIGANCHO,IE 1267  LA CAMPINA,PERU,PARA ENVIO AL JEE,94.0,91.0,185.0,3.0,36.0,0.0,False,0.5311133078060251,0.7196415959399818,215.89247878199453,114.66336853634719,101.22911024564733
044046,300,LIMA,LIMA,LURIGANCHO,LURIGANCHO,COLEGIO EXPERIMENTAL DE APLICACION DE LA UNE,PERU,PARA ENVIO AL JEE,114.0,87.0,201.0,1.0,8.0,1.0,False,0.5311133078060251,0.7196415959399818,215.89247878199453,114.66336853634719,101.22911024564733
903263,260,LIMA,LIMA,LURIGANCHO,LURIGANCHO,IE 41 FE Y ALEGRIA CALASANZ,PERU,PARA ENVIO AL JEE,138.0,81.0,219.0,1.0,12.0,0.0,False,0.5311133078060251,0.7196415959399818,187.10681494439527,99.37491939816758,87.73189554622769
903274,294,LIMA,LIMA,LURIGANCHO,LURIGANCHO,IEP SAN ISIDRO PATRON DE JICAMARCA,PERU,PARA ENVIO AL JEE,125.0,122.0,247.0,0.0,16.0,2.0,False,0.5311133078060251,0.7196415959399818,211.57462920635464,112.37010116562026,99.20452804073439
044299,300,LIMA,LIMA,LURIGANCHO,LURIGANCHO,IE 0051 JOSE FAUSTINO SANCHEZ CARRION,PERU,PARA ENVIO AL JEE,115.0,108.0,223.0,0.0,0.0,9.0,False,0.5311133078060251,0.7196415959399818,215.89247878199453,114.66336853634719,101.22911024564733
044646,300,LIMA,LIMA,LURIN,LIMA SUR 1,IE 7085 SANTA ROSA,PERU,PARA ENVIO AL JEE,137.0,77.0,214.0,1.0,16.0,0.0,False,0.640903323847917,0.7670614299472462,230.11842898417387,147.48366601461788,82.634762969556
044598,300,LIMA,LIMA,LURIN,LIMA SUR 1,IE JOSE FAUSTINO SANCHEZ CARRION,PERU,PARA ENVIO AL JEE,152.0,87.0,239.0,0.0,12.0,0.0,False,0.640903323847917,0.7670614299472462,230.11842898417387,147.48366601461788,82.634762969556
044619,295,LIMA,LIMA,LURIN,LIMA SUR 1,IEP SAN PEDRO SANTISIMA TRINIDAD,PERU,PARA ENVIO AL JEE,136.0,100.0,236.0,2.0,15.0,0.0,False,0.640903323847917,0.7670614299472462,226.28312183443765,145.02560491437427,81.25751692006338
044897,299,LIMA,LIMA,MAGDALENA DEL MAR,LIMA OESTE 1,IEP ATUSPARIA,PERU,PARA ENVIO AL JEE,211.0,35.0,246.0,0.0,22.0,0.0,False,0.7479982508560477,0.7405490852129787,221.42417647868064,165.62489670329393,55.79927977538671
044773,299,LIMA,LIMA,MAGDALENA DEL MAR,LIMA OESTE 1,IE 1088 FRANCISCO BOLOGNESI,PERU,PARA ENVIO AL JEE,168.0,70.0,238.0,1.0,7.0,0.0,False,0.7479982508560477,0.7405490852129787,221.42417647868064,165.62489670329393,55.79927977538671
044853,294,LIMA,LIMA,MAGDALENA DEL MAR,LIMA OESTE 1,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL SEDE LOCAL 06,PERU,PARA ENVIO AL JEE,166.0,47.0,213.0,64.0,17.0,0.0,False,0.7479982508560477,0.7405490852129787,217.72143105261574,162.85524960123215,54.866181451383596
