TIPO DE ELECCIÓN,ÁMBITO,REGIÓN / CONTINENTE,PROVINCIA / PAÍS,DISTRITO / CIUDAD,CENTRO POBLADO,LOCAL DE VOTACIÓN,NÚMERO DE MESA,ESTADO DEL ACTA,TIPO DE OBSERVACIÓN,ELECTORES HÁBILES,FUERZA POPULAR,JUNTOS POR EL PERÚ,VOTOS EN BLANCO,VOTOS NULOS,VOTOS IMPUGNADOS
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000001,Contabilizada,,230,84,82,2,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000002,Contabilizada,,230,65,89,0,15,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000003,Contabilizada,,300,108,123,3,16,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000004,Contabilizada,,300,109,111,0,17,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000005,Contabilizada,,300,117,107,0,15,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000006,Contabilizada,,300,109,133,1,12,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000007,Contabilizada,,300,126,102,3,19,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000008,Contabilizada,,300,107,115,2,23,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000009,Contabilizada,,300,92,134,3,20,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000010,Contabilizada,,300,96,122,1,20,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000011,Contabilizada,,300,118,115,2,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000012,Contabilizada,,300,121,117,1,12,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18288 ISABEL LYNCH DE RUBIO,000013,Contabilizada,,300,108,117,1,19,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE VIRGEN ASUNTA,000014,Contabilizada,,230,82,69,6,11,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE VIRGEN ASUNTA,000015,Contabilizada,,230,73,72,1,15,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE VIRGEN ASUNTA,000016,Contabilizada,,300,94,121,2,17,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE VIRGEN ASUNTA,000017,Contabilizada,,300,101,104,2,17,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE VIRGEN ASUNTA,000018,Contabilizada,,300,100,104,1,18,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE VIRGEN ASUNTA,000019,Contabilizada,,300,101,105,3,15,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE VIRGEN ASUNTA,000020,Contabilizada,,300,106,112,4,17,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE VIRGEN ASUNTA,000021,Contabilizada,,300,118,102,1,24,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE VIRGEN ASUNTA,000022,Contabilizada,,300,111,96,0,22,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE VIRGEN ASUNTA,000023,Contabilizada,,300,96,104,0,21,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE VIRGEN ASUNTA,000024,Contabilizada,,300,98,98,1,21,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18022 MARIA AUXILIADORA,000025,Contabilizada,,230,64,75,1,9,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18022 MARIA AUXILIADORA,000026,Contabilizada,,300,87,96,2,7,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18022 MARIA AUXILIADORA,000027,Contabilizada,,300,83,90,2,22,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18022 MARIA AUXILIADORA,000028,Contabilizada,,300,95,87,0,22,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18022 MARIA AUXILIADORA,000029,Contabilizada,,300,80,81,0,29,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18022 MARIA AUXILIADORA,000030,Contabilizada,,300,92,86,1,16,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18022 MARIA AUXILIADORA,000031,Contabilizada,,300,81,89,1,12,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18022 MARIA AUXILIADORA,000032,Contabilizada,,300,84,91,3,19,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE SEMINARIO JESUS MARIA,000035,Contabilizada,,300,118,114,1,14,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE SEMINARIO JESUS MARIA,000037,Contabilizada,,300,111,128,2,18,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE SEMINARIO JESUS MARIA,000038,Contabilizada,,300,118,119,2,17,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE SEMINARIO JESUS MARIA,000039,Contabilizada,,300,114,125,1,20,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE SEMINARIO JESUS MARIA,000040,Contabilizada,,300,113,120,3,17,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE SEMINARIO JESUS MARIA,000042,Contabilizada,,300,96,136,3,22,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IESP TORIBIO RODRIGUEZ DE MENDOZA,000043,Contabilizada,,285,77,90,1,19,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IESP TORIBIO RODRIGUEZ DE MENDOZA,000044,Contabilizada,,300,98,88,1,20,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IESP TORIBIO RODRIGUEZ DE MENDOZA,000045,Contabilizada,,300,96,99,0,23,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IESP TORIBIO RODRIGUEZ DE MENDOZA,000046,Contabilizada,,300,98,107,1,17,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IESP TORIBIO RODRIGUEZ DE MENDOZA,000047,Contabilizada,,300,101,96,1,21,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IESP TORIBIO RODRIGUEZ DE MENDOZA,000048,Contabilizada,,300,107,94,2,15,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE MIGUEL RUBIO,000049,Contabilizada,,286,92,86,1,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE MIGUEL RUBIO,000050,Contabilizada,,300,109,94,0,17,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE MIGUEL RUBIO,000051,Contabilizada,,300,112,85,0,19,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE MIGUEL RUBIO,000052,Contabilizada,,300,100,103,0,12,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE MIGUEL RUBIO,000053,Contabilizada,,300,107,94,0,15,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE MIGUEL RUBIO,000054,Contabilizada,,300,94,100,3,18,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE MIGUEL RUBIO,000055,Contabilizada,,300,117,84,3,19,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000056,Contabilizada,,236,71,77,3,9,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000057,Contabilizada,,236,67,66,2,11,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000058,Contabilizada,,236,71,64,0,8,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000059,Contabilizada,,292,98,100,1,16,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000060,Contabilizada,,292,89,88,2,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000061,Contabilizada,,292,82,107,2,15,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000062,Contabilizada,,292,94,96,2,18,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000063,Contabilizada,,292,88,98,0,15,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000064,Contabilizada,,292,106,85,2,23,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000065,Contabilizada,,292,87,104,0,17,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000066,Contabilizada,,292,94,75,2,27,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000067,Contabilizada,,292,97,91,2,24,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000068,Contabilizada,,291,94,94,2,15,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000069,Contabilizada,,291,98,95,0,19,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE EMBLEMATICA SAN JUAN DE LA LIBERTAD,000070,Contabilizada,,291,87,99,2,26,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18006,000071,Contabilizada,,230,81,62,5,16,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18006,000072,Contabilizada,,300,93,105,1,18,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18006,000073,Contabilizada,,300,101,86,5,24,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18006,000074,Contabilizada,,300,86,90,3,21,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18006,000075,Contabilizada,,300,100,93,1,10,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,,IE 18006,000076,Contabilizada,,300,94,100,2,22,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,HUANCAS,,IE 18040,000099,Contabilizada,,263,91,88,1,17,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,HUANCAS,,IE 18040,000100,Contabilizada,,285,123,93,1,12,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,HUANCAS,,IE 18040,000101,Contabilizada,,284,113,88,1,19,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,MAGDALENA,,IE CESAR VALLEJO,000129,Contabilizada,,231,61,97,1,9,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,MAGDALENA,,IE CESAR VALLEJO,000130,Contabilizada,,280,82,101,0,14,0
PRESIDENCIAL,PERÚ,AMAZONAS,CHACHAPOYAS,MAGDALENA,,IE CESAR VALLEJO,000131,Contabilizada,,279,81,127,3,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,EL PARCO,,IE 16273,000221,Contabilizada,,217,40,117,0,8,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,EL PARCO,,IE 16273,000222,Contabilizada,,244,40,114,0,38,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,EL PARCO,,IE 16273,000223,Contabilizada,,244,48,133,2,8,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,EL PARCO,,IE 16273,000224,Contabilizada,,243,56,125,0,1,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,EL PARCO,,IE DIVINO MAESTRO,000225,Contabilizada,,286,50,154,3,5,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,EL PARCO,,IE DIVINO MAESTRO,000226,Contabilizada,,300,51,163,1,6,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IE TECNICO INDUSTRIAL BAGUA,000253,Contabilizada,,299,74,98,0,11,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IE TECNICO INDUSTRIAL BAGUA,000254,Contabilizada,,299,82,104,0,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IE TECNICO INDUSTRIAL BAGUA,000255,Contabilizada,,299,78,102,0,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IE TECNICO INDUSTRIAL BAGUA,000256,Contabilizada,,299,81,100,0,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IE TECNICO INDUSTRIAL BAGUA,000260,Contabilizada,,299,91,90,0,12,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IE TECNICO INDUSTRIAL BAGUA,000261,Contabilizada,,299,76,102,1,18,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IE TECNICO INDUSTRIAL BAGUA,000262,Contabilizada,,299,67,99,1,10,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000263,Contabilizada,,299,65,115,2,11,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000264,Contabilizada,,299,74,111,0,16,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000265,Contabilizada,,299,80,118,0,10,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000266,Contabilizada,,299,75,124,0,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000267,Contabilizada,,299,88,105,2,11,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000268,Contabilizada,,299,61,143,0,9,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000269,Contabilizada,,299,82,103,0,14,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000270,Contabilizada,,299,75,100,1,7,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000271,Contabilizada,,299,83,108,2,11,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000272,Contabilizada,,299,84,115,0,10,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000273,Contabilizada,,299,79,105,0,16,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000274,Contabilizada,,299,81,98,0,10,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000275,Contabilizada,,299,69,120,1,8,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16193,000276,Para envío al JEE,Acta con error aritmético,299,85,95,0,6,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000284,Contabilizada,,299,95,124,4,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000285,Contabilizada,,299,90,140,3,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000287,Contabilizada,,299,85,147,1,10,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000288,Contabilizada,,299,98,122,0,6,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000289,Contabilizada,,299,68,156,1,7,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000290,Contabilizada,,299,92,136,1,14,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000291,Contabilizada,,299,83,140,2,10,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000292,Contabilizada,,299,93,138,3,9,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000293,Contabilizada,,299,84,133,2,23,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000294,Contabilizada,,299,98,146,0,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000295,Contabilizada,,299,89,151,2,10,0
PRESIDENCIAL,PERÚ,AMAZONAS,BAGUA,BAGUA,,IEP 16194,000296,Contabilizada,,299,81,134,0,7,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,CHURUJA,,IE 18090,000378,Contabilizada,,169,53,50,0,4,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,CHURUJA,,IE 18090,000379,Contabilizada,,181,77,43,4,2,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000425,Contabilizada,,238,72,69,1,6,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000426,Contabilizada,,238,71,77,3,6,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000427,Contabilizada,,239,53,81,1,11,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000429,Contabilizada,,289,78,81,2,19,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000432,Contabilizada,,289,105,73,3,15,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000433,Contabilizada,,289,102,94,0,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000435,Contabilizada,,288,67,110,1,9,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000436,Contabilizada,,288,106,73,3,11,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000437,Contabilizada,,288,89,97,0,13,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000438,Contabilizada,,288,85,94,2,8,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000439,Contabilizada,,288,98,86,0,11,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000440,Contabilizada,,288,89,88,3,15,0
PRESIDENCIAL,PERÚ,AMAZONAS,BONGARÁ,JAZAN,,IE 18322 ABRAHAM LOPEZ LUCERO,000441,Contabilizada,,288,79,95,3,9,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,INGUILPATA,,IE 18130,000479,Contabilizada,,185,76,51,0,10,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,INGUILPATA,,IE 18130,000480,Contabilizada,,201,68,56,2,5,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,INGUILPATA,,IE 18130,000481,Contabilizada,,201,67,58,1,3,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,LUYA,,IE RAMON CASTILLA,000489,Contabilizada,,226,57,95,1,8,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,LUYA,,IE RAMON CASTILLA,000491,Contabilizada,,286,77,126,2,10,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,LUYA,,IE RAMON CASTILLA,000492,Contabilizada,,286,75,121,1,23,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,LUYA,,IE RAMON CASTILLA,000493,Contabilizada,,286,88,115,0,12,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,LUYA,,IE RAMON CASTILLA,000495,Contabilizada,,285,74,127,2,12,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,LUYA,,IE RAMON CASTILLA,000497,Contabilizada,,285,91,92,1,22,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,LUYA,,IE RAMON CASTILLA,000498,Contabilizada,,285,86,103,1,16,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,TINGO,,IE JORGE BASADRE,000558,Contabilizada,,242,98,69,2,7,0
PRESIDENCIAL,PERÚ,AMAZONAS,LUYA,TINGO,,IE JORGE BASADRE,000559,Contabilizada,,280,97,107,1,5,0
PRESIDENCIAL,PERÚ,AMAZONAS,UTCUBAMBA,CAJARURO,,IEI 213,000914,Contabilizada,,299,47,111,2,9,0
PRESIDENCIAL,PERÚ,AMAZONAS,UTCUBAMBA,CAJARURO,,IEI 213,000915,Contabilizada,,299,50,114,0,8,0
PRESIDENCIAL,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO,,IE 17786 FERNANDO BELAUNDE TERRY,000981,Contabilizada,,254,74,81,2,9,0
PRESIDENCIAL,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO,,IE 17786 FERNANDO BELAUNDE TERRY,000982,Contabilizada,,271,79,103,0,5,0
PRESIDENCIAL,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO,,IE 17786 FERNANDO BELAUNDE TERRY,000983,Contabilizada,,271,70,113,1,4,0
PRESIDENCIAL,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO,,IE 17786 FERNANDO BELAUNDE TERRY,000984,Contabilizada,,270,83,86,1,11,0
PRESIDENCIAL,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO,,IE 17786 FERNANDO BELAUNDE TERRY,000985,Contabilizada,,270,68,99,0,8,0
PRESIDENCIAL,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO,,IE 17786 FERNANDO BELAUNDE TERRY,000986,Contabilizada,,270,75,89,0,7,0
PRESIDENCIAL,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO,,IE 17786 FERNANDO BELAUNDE TERRY,000987,Contabilizada,,270,86,86,2,10,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE FE Y ALEGRIA 19,001045,Contabilizada,,299,90,117,1,17,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE FE Y ALEGRIA 19,001050,Contabilizada,,299,108,117,2,12,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE PEDRO PABLO ATUSPARIA,001058,Contabilizada,,299,86,129,3,19,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE PEDRO PABLO ATUSPARIA,001059,Contabilizada,,299,83,140,2,12,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE PEDRO PABLO ATUSPARIA,001060,Contabilizada,,299,76,146,2,19,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE PEDRO PABLO ATUSPARIA,001064,Contabilizada,,299,83,133,2,16,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE PEDRO PABLO ATUSPARIA,001065,Contabilizada,,299,96,119,3,13,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE PEDRO PABLO ATUSPARIA,001066,Contabilizada,,299,96,118,3,20,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE PEDRO PABLO ATUSPARIA,001067,Contabilizada,,299,86,128,4,15,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE PEDRO PABLO ATUSPARIA,001070,Contabilizada,,299,91,125,2,21,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE PEDRO PABLO ATUSPARIA,001071,Contabilizada,,299,97,129,2,10,0
PRESIDENCIAL,PERÚ,ÁNCASH,HUARAZ,HUARAZ,,IE PEDRO PABLO ATUSPARIA,001072,Contabilizada,,299,82,130,1,30,0
