TIPO DE ELECCIÓN,ÁMBITO,REGIÓN / CONTINENTE,PROVINCIA / PAÍS,DISTRITO / CIUDAD,CENTRO POBLADO,LOCAL DE VOTACIÓN,NÚMERO DE MESA,ESTADO DEL ACTA,TIPO DE OBSERVACIÓN,ELECTORES HÁBILES,FUERZA POPULAR,JUNTOS POR EL PERÚ,VOTOS EN BLANCO,VOTOS NULOS,VOTOS IMPUGNADOS
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22299 CARLOS CUETO FERNANDINI,021589,Contabilizada,,230,108,60,1,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22299 CARLOS CUETO FERNANDINI,021590,Contabilizada,,300,141,78,2,18,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22299 CARLOS CUETO FERNANDINI,021591,Contabilizada,,300,137,99,0,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22299 CARLOS CUETO FERNANDINI,021592,Contabilizada,,300,137,89,1,8,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22299 CARLOS CUETO FERNANDINI,021593,Contabilizada,,300,144,90,0,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22299 CARLOS CUETO FERNANDINI,021594,Contabilizada,,300,127,101,1,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22299 CARLOS CUETO FERNANDINI,021596,Contabilizada,,300,157,77,0,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22299 CARLOS CUETO FERNANDINI,021597,Contabilizada,,300,141,94,1,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22299 CARLOS CUETO FERNANDINI,021598,Contabilizada,,300,147,85,0,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22299 CARLOS CUETO FERNANDINI,021599,Contabilizada,,300,138,88,0,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE MARGARITA SANTA ANA DE BENAVIDES,021654,Contabilizada,,300,129,90,2,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE MARGARITA SANTA ANA DE BENAVIDES,021656,Contabilizada,,300,129,78,0,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE MARGARITA SANTA ANA DE BENAVIDES,021660,Contabilizada,,300,117,88,3,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE MARGARITA SANTA ANA DE BENAVIDES,021662,Contabilizada,,300,118,98,4,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE MARGARITA SANTA ANA DE BENAVIDES,021663,Contabilizada,,300,134,77,4,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021666,Contabilizada,,230,86,64,0,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021669,Contabilizada,,300,113,83,0,19,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021673,Contabilizada,,300,124,74,1,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021676,Contabilizada,,300,136,74,0,6,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021677,Contabilizada,,300,106,100,1,6,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021681,Contabilizada,,300,97,90,3,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021682,Contabilizada,,300,115,82,2,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021684,Contabilizada,,300,120,78,0,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021685,Contabilizada,,300,88,110,1,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021686,Contabilizada,,300,126,82,0,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021689,Contabilizada,,300,111,92,2,17,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE NUESTRA SEÑORA DE LAS MERCEDES,021690,Contabilizada,,300,121,92,1,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22295,021716,Contabilizada,,300,131,96,0,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22295,021717,Contabilizada,,300,126,101,1,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,021736,Contabilizada,,298,119,84,1,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,021737,Contabilizada,,298,96,101,0,6,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,021738,Contabilizada,,298,122,89,1,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,021740,Contabilizada,,298,125,82,1,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,021741,Contabilizada,,298,114,85,0,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,021745,Contabilizada,,298,117,78,2,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,021751,Contabilizada,,298,116,81,1,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,021754,Contabilizada,,298,132,79,0,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,021758,Contabilizada,,298,106,90,0,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,021759,Contabilizada,,298,118,88,1,4,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021798,Contabilizada,,230,94,56,0,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021799,Contabilizada,,300,115,103,0,16,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021800,Contabilizada,,300,127,98,0,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021801,Contabilizada,,300,144,90,0,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021804,Contabilizada,,300,151,89,2,6,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021807,Contabilizada,,300,133,91,3,8,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021808,Contabilizada,,300,119,91,0,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021810,Contabilizada,,300,136,74,4,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021812,Contabilizada,,300,125,98,0,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021813,Contabilizada,,300,129,81,1,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021814,Contabilizada,,300,112,107,2,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IEI 14 MERCEDES DIBOS DE CAMINO,021815,Contabilizada,,300,154,84,0,6,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22291 MARIA BOZA MALATESTA,021817,Contabilizada,,289,147,99,4,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22291 MARIA BOZA MALATESTA,021818,Contabilizada,,300,146,109,0,16,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 23009 SAN MIGUEL,021840,Contabilizada,,230,97,61,0,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 23009 SAN MIGUEL,021843,Contabilizada,,300,118,102,1,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 23009 SAN MIGUEL,021848,Contabilizada,,300,123,103,2,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 23009 SAN MIGUEL,021849,Contabilizada,,300,128,80,0,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 23009 SAN MIGUEL,021854,Contabilizada,,300,124,98,0,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 23009 SAN MIGUEL,021856,Contabilizada,,300,128,103,4,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JUAN VALER SANDOVAL,021858,Contabilizada,,230,95,66,1,5,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JUAN VALER SANDOVAL,021859,Contabilizada,,300,135,82,1,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JUAN VALER SANDOVAL,021860,Contabilizada,,300,122,105,3,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JUAN VALER SANDOVAL,021861,Contabilizada,,300,128,95,0,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JUAN VALER SANDOVAL,021862,Contabilizada,,300,128,115,1,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JUAN VALER SANDOVAL,021863,Contabilizada,,300,122,99,1,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JUAN VALER SANDOVAL,021864,Contabilizada,,300,116,113,0,8,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JUAN VALER SANDOVAL,021865,Contabilizada,,300,131,92,0,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,CEBA ANDRES BELLO,021866,Contabilizada,,289,119,97,0,8,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,CEBA ANDRES BELLO,021867,Contabilizada,,300,123,93,0,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,CEBA ANDRES BELLO,021868,Contabilizada,,300,138,92,1,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,CEBA ANDRES BELLO,021869,Contabilizada,,300,145,87,3,6,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,CEBA ANDRES BELLO,021870,Contabilizada,,300,134,98,1,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,CEBA ANDRES BELLO,021871,Contabilizada,,300,114,97,0,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,CEBE DIVINO NIÑO JESUS,021872,Contabilizada,,230,90,62,3,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,CEBE DIVINO NIÑO JESUS,021877,Contabilizada,,300,139,74,0,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,CEBE DIVINO NIÑO JESUS,021879,Contabilizada,,300,143,70,1,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,ESMP FRANCISCO PEREZ ANAMPA,021880,Contabilizada,,294,149,83,1,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,ESMP FRANCISCO PEREZ ANAMPA,021881,Contabilizada,,300,158,73,1,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22296 OLINDA MALDONADO LLOSA,021890,Contabilizada,,300,154,95,1,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22296 OLINDA MALDONADO LLOSA,021891,Contabilizada,,300,153,77,0,21,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22296 OLINDA MALDONADO LLOSA,021892,Contabilizada,,300,124,110,1,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22303 SANTA ROSA DE LIMA,021896,Contabilizada,,269,123,103,1,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22303 SANTA ROSA DE LIMA,021897,Contabilizada,,300,130,120,3,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22303 SANTA ROSA DE LIMA,021898,Contabilizada,,300,134,113,2,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22303 SANTA ROSA DE LIMA,021899,Contabilizada,,300,149,95,3,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22303 SANTA ROSA DE LIMA,021901,Contabilizada,,300,149,100,4,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22303 SANTA ROSA DE LIMA,021902,Contabilizada,,300,141,107,0,19,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22303 SANTA ROSA DE LIMA,021903,Contabilizada,,300,153,96,0,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22303 SANTA ROSA DE LIMA,021904,Contabilizada,,300,155,90,3,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22305 JULIO CESAR TELLO,021906,Contabilizada,,300,131,115,0,21,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22305 JULIO CESAR TELLO,021908,Contabilizada,,300,158,97,0,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22305 JULIO CESAR TELLO,021909,Contabilizada,,300,124,117,2,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22305 JULIO CESAR TELLO,021910,Contabilizada,,300,171,89,0,8,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22626 SAN ANTONIO DE PADUA,021914,Contabilizada,,291,130,106,0,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22626 SAN ANTONIO DE PADUA,021915,Contabilizada,,300,148,99,1,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22626 SAN ANTONIO DE PADUA,021916,Contabilizada,,300,144,94,1,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22626 SAN ANTONIO DE PADUA,021917,Contabilizada,,300,133,105,3,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22626 SAN ANTONIO DE PADUA,021918,Contabilizada,,300,118,108,2,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22626 SAN ANTONIO DE PADUA,021919,Contabilizada,,300,142,91,2,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22733 REPUBLICA DE CANADA,021920,Contabilizada,,276,140,93,0,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22733 REPUBLICA DE CANADA,021921,Contabilizada,,300,139,100,1,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22733 REPUBLICA DE CANADA,021922,Contabilizada,,300,125,108,1,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22733 REPUBLICA DE CANADA,021923,Contabilizada,,300,134,89,0,21,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22733 REPUBLICA DE CANADA,021924,Contabilizada,,300,116,110,0,18,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE 22733 REPUBLICA DE CANADA,021925,Contabilizada,,300,143,98,1,6,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE JOSE MATIAS MANSANILLA,021963,Contabilizada,,300,127,96,0,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE JOSE MATIAS MANSANILLA,021964,Contabilizada,,300,143,101,1,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE JOSE MATIAS MANSANILLA,021967,Contabilizada,,300,126,109,0,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE JOSE MATIAS MANSANILLA,021968,Contabilizada,,300,128,102,1,16,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IE JOSE MATIAS MANSANILLA,021969,Contabilizada,,300,113,99,2,17,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IESPP JUAN XXIII,021987,Contabilizada,,300,157,95,1,8,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IESPP JUAN XXIII,021989,Contabilizada,,300,167,86,1,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IESPP JUAN XXIII,021990,Contabilizada,,300,154,102,1,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,IESPP JUAN XXIII,021992,Contabilizada,,300,153,107,0,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA FACULTAD DE MEDICINA,021994,Contabilizada,,300,136,91,0,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA FACULTAD DE MEDICINA,021995,Contabilizada,,300,115,105,2,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA FACULTAD DE MEDICINA,021997,Contabilizada,,300,133,92,1,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA FACULTAD DE MEDICINA,021998,Contabilizada,,300,121,90,0,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA FACULTAD DE MEDICINA,021999,Contabilizada,,300,126,91,1,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA FACULTAD DE MEDICINA,022000,Contabilizada,,300,142,79,0,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022002,Contabilizada,,230,95,71,0,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022008,Contabilizada,,300,122,96,1,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022010,Contabilizada,,300,150,86,0,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022012,Contabilizada,,300,125,94,0,16,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022013,Contabilizada,,300,109,100,3,8,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022014,Contabilizada,,300,118,97,0,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022015,Contabilizada,,300,126,86,1,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022016,Contabilizada,,300,116,86,1,17,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022018,Contabilizada,,300,130,90,2,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022021,Contabilizada,,300,123,99,1,8,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022022,Contabilizada,,300,114,99,0,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022023,Contabilizada,,300,118,93,1,16,0
PRESIDENCIAL,PERÚ,ICA,ICA,ICA,,AEP JOSE CARLOS MARIATEGUI,022026,Contabilizada,,300,120,95,1,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE DANIEL MERINO RUIZ,022053,Contabilizada,,297,107,118,0,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE DANIEL MERINO RUIZ,022064,Contabilizada,,296,112,126,1,17,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE DANIEL MERINO RUIZ,022065,Contabilizada,,296,108,108,2,18,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE DANIEL MERINO RUIZ,022068,Contabilizada,,296,112,123,0,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE DANIEL MERINO RUIZ,022069,Contabilizada,,296,112,120,5,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE DANIEL MERINO RUIZ,022070,Contabilizada,,296,108,106,1,16,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE DANIEL MERINO RUIZ,022071,Contabilizada,,296,125,98,1,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE DANIEL MERINO RUIZ,022072,Contabilizada,,296,104,109,1,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE 137,022081,Contabilizada,,300,118,115,0,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE 137,022085,Contabilizada,,300,123,106,0,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE 22505,022104,Contabilizada,,290,130,106,1,8,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE 22505,022105,Contabilizada,,300,127,118,0,5,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE 22505,022106,Contabilizada,,300,126,114,1,17,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE 33 CORAZON DEL NIÑO DE JESUS,022107,Contabilizada,,296,109,110,1,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE 33 CORAZON DEL NIÑO DE JESUS,022108,Contabilizada,,300,92,138,0,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE 33 CORAZON DEL NIÑO DE JESUS,022109,Contabilizada,,300,115,112,1,18,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE 33 CORAZON DEL NIÑO DE JESUS,022110,Contabilizada,,300,123,120,1,13,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IEP SAN MIGUEL ARCANGEL,022111,Contabilizada,,295,117,115,0,7,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IEP SAN MIGUEL ARCANGEL,022112,Contabilizada,,300,108,112,0,21,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IEP SAN MIGUEL ARCANGEL,022113,Contabilizada,,300,129,103,1,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE 22364,022114,Contabilizada,,251,109,73,0,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IE 22364,022115,Contabilizada,,300,138,96,1,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IEP JEAN PIAGET,022118,Contabilizada,,299,140,100,2,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IEP JEAN PIAGET,022120,Contabilizada,,300,116,107,3,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IEP JEAN PIAGET,022121,Contabilizada,,300,121,113,0,17,0
PRESIDENCIAL,PERÚ,ICA,ICA,LA TINGUIÑA,,IEP JEAN PIAGET,022122,Contabilizada,,300,108,119,1,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22316 IRMA MENDOZA DE CORDOVA,022149,Contabilizada,,230,81,79,0,4,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22316 IRMA MENDOZA DE CORDOVA,022153,Contabilizada,,300,121,110,0,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22313,022160,Contabilizada,,268,78,136,4,12,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22313,022161,Contabilizada,,280,128,107,0,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22313,022163,Contabilizada,,280,113,110,2,17,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22313,022169,Contabilizada,,279,107,109,3,15,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22313,022170,Contabilizada,,279,111,118,0,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22313,022171,Contabilizada,,279,102,131,1,8,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22511,022173,Contabilizada,,300,124,113,0,10,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22511,022174,Contabilizada,,300,117,136,1,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22511,022175,Contabilizada,,300,127,119,0,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22511,022176,Contabilizada,,300,133,102,2,16,0
PRESIDENCIAL,PERÚ,ICA,ICA,LOS AQUIJES,,IE 22511,022179,Contabilizada,,300,120,119,4,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 136 SANTISIMA VIRGEN MARIA AUXILIADORA,022182,Contabilizada,,264,84,99,1,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 136 SANTISIMA VIRGEN MARIA AUXILIADORA,022183,Contabilizada,,300,127,115,1,9,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 136 SANTISIMA VIRGEN MARIA AUXILIADORA,022184,Contabilizada,,300,130,107,1,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 136 SANTISIMA VIRGEN MARIA AUXILIADORA,022185,Contabilizada,,300,121,115,0,14,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 136 SANTISIMA VIRGEN MARIA AUXILIADORA,022186,Contabilizada,,300,132,103,0,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 22320,022194,Contabilizada,,300,104,121,2,8,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 22320,022195,Contabilizada,,300,111,107,1,16,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 22320,022196,Contabilizada,,300,106,104,1,26,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 22319,022236,Contabilizada,,300,102,128,2,18,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 22319,022237,Contabilizada,,300,125,123,0,6,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 22319,022238,Contabilizada,,300,108,140,0,11,0
PRESIDENCIAL,PERÚ,ICA,ICA,PARCONA,,IE 22525,022242,Contabilizada,,289,125,95,1,7,0
